"Name","DisplayName","Enabled","Direction","Action","Profile"
"{6FA9C0EA-F200-4CBD-A005-43CEE8C53EA0}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{B7CC09AD-609C-44F6-8443-7E233A18E8BE}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{BC81C34B-8FC7-43A9-8494-8BC5A7E287FD}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{62C9D10E-2906-49C2-9EA2-764D91821092}","News","True","Outbound","Allow","Domain, Private, Public"
"{585DEDB3-2306-4657-8328-F26A555F6822}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{CF070760-6636-4C4F-A6EA-9B64CE27D14E}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{485EEBFE-5E38-44BF-8234-7A3978B98662}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{4D1053BE-E2CC-468C-B44C-86A8FBB7089D}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{84A9461F-E920-44D9-AA9B-EA70DC2B6854}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{5B57C946-2240-47DB-A366-86BCB3F544F4}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{88759E1E-F24B-4305-95BE-4A2AA2CD4EDD}","MSI Common","True","Outbound","Allow","Domain, Private, Public"
"{61D7FFB0-9EE1-41A6-8106-0CFD85A411DB}","MSI Common","True","Inbound","Allow","Domain, Private"
"{BD055546-B86C-4446-BC76-541B7D427E47}","Microsoft People","True","Outbound","Allow","Domain, Private, Public"
"{9A6C9C3E-8EAD-4458-BA91-C9C84AA924F1}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{4235B7C4-227B-4E7E-8AC7-FB34D7F1AF6E}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{70D728A0-5004-4D85-9203-4FE814415E97}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{81747C0B-22E0-4F1C-96D6-F8EE582BDB78}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{8B93F835-726F-4236-986A-22A6437BC3CB}","OverwolfBrowser","True","Inbound","Allow","Private"
"{42D1E239-A9C9-4DBA-84FC-8609E87FA5BD}","OverwolfBrowser","True","Inbound","Allow","Private"
"{03F1D95A-0330-4915-B024-E528C9529E7F}","OverwolfBrowser","False","Inbound","Block","Public"
"{7460413A-7FF2-4ECC-869E-017E5ECCFB64}","OverwolfBrowser","False","Inbound","Block","Public"
"{6F0B3882-1E33-4188-BAD4-3EB27A0E18C9}","OverwolfBrowser","True","Inbound","Allow","Private"
"{477C8570-A809-45A8-A6AF-48E897A7E386}","OverwolfBrowser","True","Inbound","Allow","Private"
"{E8A3E544-895E-41A3-A581-1ED21CBEEE35}","OverwolfBrowser","False","Inbound","Block","Public"
"{21F6A358-EF29-4E1E-9E91-138C6BEE5465}","OverwolfBrowser","False","Inbound","Block","Public"
"{492298B2-B3C7-4B67-9712-3B7C98526F05}","OverwolfBrowser","True","Inbound","Allow","Public"
"{53BEC639-3031-40F6-BD58-BBD9DCDDDAB0}","OverwolfBrowser","True","Inbound","Allow","Public"
"{E1FF93BA-86C0-4693-A417-4BC5C6388F99}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{70A5C7A2-EE42-4D1F-A382-CDDF3B344C1C}","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public"
"{CDBFF984-50AE-4DED-8AA7-6B8243945697}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"TCP Query User{2E51CED4-0FF2-464F-B7F7-CD88373502D9}C:\users\wille\appdata\local\discord\app-1.0.9148\discord.exe","discord.exe","True","Inbound","Allow","Public"
"UDP Query User{B11205A9-43C1-4609-9570-C207501C2450}C:\users\wille\appdata\local\discord\app-1.0.9148\discord.exe","discord.exe","True","Inbound","Allow","Public"
"TCP Query User{F76EC8BC-9E6D-42A9-9656-1CD25DBFA909}C:\users\wille\appdata\local\programs\rider\bin\rider64.exe","rider64.exe","True","Inbound","Allow","Public"
"UDP Query User{AC0C3C08-F9B3-4972-B8A4-D7E2FFB1F18E}C:\users\wille\appdata\local\programs\rider\bin\rider64.exe","rider64.exe","True","Inbound","Allow","Public"
"{1093E678-7573-45D0-A6BE-FF48CFA85189}","Kerbal Space Program","True","Inbound","Allow","Domain, Private, Public"
"{E6D9F35E-92D6-4812-84D6-15533CD7E15E}","Kerbal Space Program","True","Inbound","Allow","Domain, Private, Public"
"{49C26BFA-6378-4071-BAC9-8409A55B21F9}","Starbound","True","Inbound","Allow","Domain, Private, Public"
"{25CDF1C4-408D-4822-B9BB-89BD56061D27}","Starbound","True","Inbound","Allow","Domain, Private, Public"
"{28962E10-4C66-47C2-99A7-F6A555B9310A}","Starbound","True","Inbound","Allow","Domain, Private, Public"
"{76DC6B85-647A-4B5B-8970-44DC76D4B3DA}","Starbound","True","Inbound","Allow","Domain, Private, Public"
"{BFB1F6CF-BB19-4789-BFDA-086B40C16A75}","Starbound","True","Inbound","Allow","Domain, Private, Public"
"{E842BB0E-40C9-4183-8CB2-E0F145CB2C2A}","Starbound","True","Inbound","Allow","Domain, Private, Public"
"{98E27E0F-600A-4203-A569-43A14CF19BB8}","Starbound","True","Inbound","Allow","Domain, Private, Public"
"{53CEA987-7024-4F91-833F-C5235B4552B6}","Starbound","True","Inbound","Allow","Domain, Private, Public"
"TCP Query User{EC0401FE-FE04-4B40-A906-9CCA9A35E677}C:\users\wille\appdata\local\autodesk\webdeploy\production\b738a7f16475c27414ba957f7f0b2ee5b34e4e6d\service\cer_service.exe","cer_service.exe","True","Inbound","Block","Public"
"UDP Query User{E93E1AE5-FA66-44D1-82F0-31FBC80E5E98}C:\users\wille\appdata\local\autodesk\webdeploy\production\b738a7f16475c27414ba957f7f0b2ee5b34e4e6d\service\cer_service.exe","cer_service.exe","True","Inbound","Block","Public"
"{44937F13-D674-43BC-9898-1BFA5C8E3479}","Microsoft People","True","Outbound","Allow","Domain, Private, Public"
"{CC1593E6-1547-4935-A39D-DC8FE7A57FA5}","Translator","True","Outbound","Allow","Domain, Private, Public"
"{BC7473FC-7D12-48F2-A96A-0145A8DE64E3}","Translator","True","Inbound","Allow","Domain, Private, Public"
"{95A93A85-5566-4208-8A20-B7F70B89D4CD}","Microsoft People","True","Outbound","Allow","Domain, Private, Public"
"{66DAE9CE-60BA-4999-9965-7F33F54272FD}","Translator","True","Outbound","Allow","Domain, Private, Public"
"{97518646-4980-451D-A752-129C1E0CE535}","Translator","True","Inbound","Allow","Domain, Private, Public"
"{6327921A-9D83-4413-B151-138F52767A53}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{72A879D5-4B1E-4670-8DD5-14423C9DD122}","@{MicrosoftWindows.Client.LKG_1000.22621.3880.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.LKG/resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public"
"{1C5D1D55-E9E3-442C-AE41-F320E79D2AEA}","@{MicrosoftWindows.Client.LKG_1000.22621.3880.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.LKG/resources/ProductPkgDisplayName}","True","Inbound","Allow","Domain, Private"
"{0F6DB1E6-E534-4F14-823A-7FC52391E740}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{0354A4B5-5CCA-44B2-B686-3E5172509EA5}","Xbox Identity Provider","True","Outbound","Allow","Domain, Private, Public"
"{540D9B8F-F392-4747-8CA7-706A22650CC5}","News","True","Outbound","Allow","Domain, Private, Public"
"{AC542B49-774B-4096-8C7F-C1C58001525F}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{4E82A67A-12BA-4851-AD17-4853A389D7F2}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{FF58BC8A-0D1E-4BFF-A2E7-8E547A950BFC}","Microsoft Teams (personal)","True","Inbound","Allow","Any"
"{791B8CE1-1D2C-4785-9E3F-E944B42234B1}","Microsoft Teams (personal)","True","Inbound","Allow","Any"
"{1F79F95F-8622-44B3-902E-D5CC25621C0B}","Microsoft People","True","Outbound","Allow","Domain, Private, Public"
"{99E0B139-FA1E-4513-841D-254C857D0E25}","Xbox Identity Provider","True","Outbound","Allow","Domain, Private, Public"
"{424D6C85-FA90-4761-899A-54EF5995FD9F}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{CDC9D91B-EE24-4A8E-ACF7-6B2ABCB6DAB6}","Start","True","Outbound","Allow","Domain, Private, Public"
"{60FCF52D-EE1A-40BC-BA68-F9A6985E6386}","Start","True","Inbound","Allow","Domain, Private"
"{E792A95C-9DC6-4182-8BB4-3C51EFA33987}","Translator","True","Outbound","Allow","Domain, Private, Public"
"{617B1BB4-4C31-4B2F-9033-BE81A89D8528}","Translator","True","Inbound","Allow","Domain, Private, Public"
"{808938C2-A158-4124-BA8D-A43B2C90664E}","News","True","Outbound","Allow","Domain, Private, Public"
"{EBA20DD3-53FA-49E6-B339-796875C2ABEC}","Get Help","True","Outbound","Allow","Domain, Private, Public"
"{BF099BDB-9376-4836-937B-8FC24D256300}","Intel® Graphics Command Center","True","Outbound","Allow","Domain, Private, Public"
"{36188571-1A21-4634-8E44-7EAD151A5A34}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{975D6AA1-256E-484E-8B18-0C71B7849111}","Microsoft Office Outlook","True","Inbound","Allow","Public"
"{3F2688C0-97D9-4984-8AFF-F084E716741C}","Microsoft People","True","Outbound","Allow","Domain, Private, Public"
"{9D6B3F17-A96B-4575-AA3C-FC0148A107A1}","Intel® Graphics Command Center","True","Outbound","Allow","Domain, Private, Public"
"TCP Query User{4F5BDFEB-58CF-4F90-99DF-B35D8224CDD4}C:\program files\microsoft vs code\code.exe","Visual Studio Code","True","Inbound","Allow","Public"
"UDP Query User{19B8411E-292A-48EB-B4FB-FE5FB5DB5E67}C:\program files\microsoft vs code\code.exe","Visual Studio Code","True","Inbound","Allow","Public"
"{9800B796-805A-4983-8337-3CD016790B3F}","News","True","Outbound","Allow","Domain, Private, Public"
"{A2733B2E-50D2-4438-B43E-5DF770891B6D}","Total War: WARHAMMER III","True","Inbound","Allow","Domain, Private, Public"
"{190E1CD4-CA06-419B-8A58-7F64E1BAAB24}","Total War: WARHAMMER III","True","Inbound","Allow","Domain, Private, Public"
"{3353B0D5-EBFF-4A87-B32C-4E9BA8743A59}","Total War: SHOGUN 2","True","Inbound","Allow","Domain, Private, Public"
"{4E3CEE53-4C9E-4922-9304-C1B96A619C09}","Total War: SHOGUN 2","True","Inbound","Allow","Domain, Private, Public"
"{836F1189-C0DC-408A-A609-6322BB330329}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{94BEA834-38BC-4FA5-A227-D6E763141B7C}","Translator","True","Outbound","Allow","Domain, Private, Public"
"{25D042F1-D566-43D8-B58E-108AEF38AA3B}","Translator","True","Inbound","Allow","Domain, Private, Public"
"{E69F846B-8F37-4C2F-804E-CC7A9D758F6C}","VirtualRadar Server Port 80","True","Inbound","Allow","Private"
"{AB0955D9-2AC9-4F8F-917D-383A46CC00D6}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{AA353DF5-828A-40CE-A665-57E0B4FB2E6E}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{708A5D09-850F-4F0E-A8D1-63ADF0B492E4}","Unity 6000.0.34f1 Editor","True","Inbound","Allow","Domain"
"{BE929EE0-C2C0-4BC1-BEEE-26FB18377782}","Unity 6000.0.34f1 Editor","True","Inbound","Block","Public"
"{878BBB8F-2FB9-4A40-B9B5-EC3C2D808D76}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{185B4D40-1001-4C00-BD8C-8667A71EA8A3}","Stardew Valley","True","Inbound","Allow","Domain, Private, Public"
"{EBDAC0C8-D85C-45DE-8324-D9863C1C1DDE}","Stardew Valley","True","Inbound","Allow","Domain, Private, Public"
"{CD76DD79-71F0-4CF8-A100-40F899DDE566}","Microsoft Teams","True","Inbound","Allow","Any"
"{706513BD-B861-42C4-9771-EA6995A2E4F2}","Microsoft Teams","True","Inbound","Allow","Any"
"{749F9673-3F6E-44F8-A515-639EF09A10AF}","Start","True","Outbound","Allow","Domain, Private, Public"
"{B0675598-6C2A-4C4F-908B-BB0E0218CE5C}","Start","True","Inbound","Allow","Domain, Private"
"{FE25A87C-F573-4483-A83A-3A2FB568120E}","FINAL FANTASY XIV BOOT","True","Inbound","Allow","Public"
"{E298BD93-89BD-4095-A62A-9C309737B9F5}","FINAL FANTASY XIV BOOT","True","Inbound","Allow","Public"
"{B254DBA0-BDDD-41C0-BE14-839B385FD419}","FINAL FANTASY XIV LAUNCHER","True","Inbound","Allow","Public"
"{4E6A57DC-DAB6-4A47-8CB3-D39FF55EF529}","FINAL FANTASY XIV LAUNCHER","True","Inbound","Allow","Public"
"{72E4B8F0-5B85-412B-9194-DDDBA3FED836}","Your account","True","Outbound","Allow","Domain, Private, Public"
"{7C8F9214-6A03-4FCF-BB48-53C2C662E942}","Your account","True","Inbound","Allow","Domain, Private"
"{BDDA1C56-7BCF-48ED-8DDB-B5F90CFC721B}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"WiFiDirect-KM-Driver-Out-UDP","WFD Driver-only (UDP-Out)","True","Outbound","Allow","Any"
"Wininit-Shutdown-In-Rule-TCP-RPC","Inbound Rule for Remote Shutdown (TCP-In)","False","Inbound","Allow","Any"
"Microsoft-Windows-WLANSvc-ASP-CP-In","WFD ASP Coordination Protocol (UDP-In)","True","Inbound","Allow","Any"
"WiFiDirect-KM-Driver-In-TCP","WFD Driver-only (TCP-In)","True","Inbound","Allow","Any"
"WiFiDirect-KM-Driver-Out-TCP","WFD Driver-only (TCP-Out)","True","Outbound","Allow","Any"
"Wininit-Shutdown-In-Rule-TCP-RPC-EPMapper","Inbound Rule for Remote Shutdown (RPC-EP-In)","False","Inbound","Allow","Any"
"Microsoft-Windows-WLANSvc-ASP-CP-Out","WFD ASP Coordination Protocol (UDP-Out)","True","Outbound","Allow","Any"
"WiFiDirect-KM-Driver-In-UDP","WFD Driver-only (UDP-In)","True","Inbound","Allow","Any"
"{BC046EEB-2EE2-4823-9C18-4038C45EB5D5}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{EEB4E7BD-5604-4FBD-B697-6B95765DB022}","Blender","True","Inbound","Allow","Domain, Private, Public"
"{BE568767-7535-426D-961E-0810D2282B7C}","Blender","True","Inbound","Allow","Domain, Private, Public"
"{80CB9420-593C-4A32-8995-39F0472B9D05}","Translator","True","Outbound","Allow","Domain, Private, Public"
"{26A173E4-AE11-4D7E-80F1-20A1627576CF}","Translator","True","Inbound","Allow","Domain, Private, Public"
"{4804A2E2-1FF7-45F2-8279-E4E398F04E23}","Microsoft People","True","Outbound","Allow","Domain, Private, Public"
"{C377961B-FF61-443F-A683-582EE05702B6}","Windows Operator messages","True","Outbound","Allow","Domain, Private, Public"
"{13A5DD07-0635-4DF7-82A5-B37BEFE4A0DB}","Windows Operator messages","True","Inbound","Allow","Domain, Private, Public"
"TCP Query User{C4C72366-AA00-4485-9A8C-5F9016ADD5A7}C:\program files\nodejs\node.exe","Node.js JavaScript Runtime","True","Inbound","Allow","Public"
"UDP Query User{6DE29FC6-6149-46EE-BFE1-FCF48B285683}C:\program files\nodejs\node.exe","Node.js JavaScript Runtime","True","Inbound","Allow","Public"
"{C83C96B7-4A67-4E42-A946-17E7814A2860}","Windows Calculator","True","Outbound","Allow","Domain, Private, Public"
"{5FAD8C7B-FFAE-47A0-AEEE-282B9C30DECC}","Advanced Combat Tracker","True","Inbound","Allow","Domain, Private, Public"
"HNS Container Networking - ICS DNS (TCP-In) - 790E58B4-7939-4434-9358-89AE7DDBE87F - 0","HNS Container Networking - ICS DNS (TCP-In) - 790E58B4-7939-4434-9358-89AE7DDBE87F - 0","True","Inbound","Allow","Any"
"HNS Container Networking - DNS (UDP-In) - 790E58B4-7939-4434-9358-89AE7DDBE87F - 0","HNS Container Networking - DNS (UDP-In) - 790E58B4-7939-4434-9358-89AE7DDBE87F - 0","True","Inbound","Allow","Any"
"{826598D3-8F09-4937-9A2D-B4314659EC45}","News","True","Outbound","Allow","Domain, Private, Public"
"{4BE892A7-7518-4927-9B37-869ABB9337A4}","Mail and Calendar","True","Outbound","Allow","Domain, Private, Public"
"{6113C049-A5FF-4FB3-B8F2-1F7EF3B4DFE7}","Mail and Calendar","True","Inbound","Allow","Domain, Private, Public"
"{0D35398A-21B3-45DA-BADD-020A4D062799}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{AE139395-906C-4923-A38E-431957CB4E46}","@{MicrosoftWindows.LKG.SpeechRuntime_1000.22621.5185.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.SpeechRuntime/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public"
"{5FD858C5-1849-4AA3-A80C-76391D47A7CC}","Intel® Graphics Command Center","True","Outbound","Allow","Domain, Private, Public"
"{5399C34A-8DA3-4810-8CE7-48E2D30B0B8E}","Widgets Platform Runtime","True","Outbound","Allow","Domain, Private, Public"
"{216A00A1-97E0-42B8-B770-DE06F9168088}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{1898499D-304D-4414-B92F-C061B622C26D}","@{MicrosoftWindows.LKG.AccountsService_1000.22621.5331.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.AccountsService/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public"
"{45E9A60F-417F-4A0C-9B42-95ADB4A512F1}","@{MicrosoftWindows.LKG.DesktopSpotlight_1000.22621.5331.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.DesktopSpotlight/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public"
"{F9DD31B5-F527-4BE5-829D-8EBB9C25356D}","@{MicrosoftWindows.LKG.DesktopSpotlight_1000.22621.5331.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.DesktopSpotlight/Resources/ProductPkgDisplayName}","True","Inbound","Allow","Domain, Private"
"{DD771F74-24D1-461C-BAA5-11FD5C0711B7}","@{MicrosoftWindows.LKG.IrisService_1000.22621.5331.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.IrisService/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public"
"{054B1BCD-4C93-4F86-990F-E07C0DDF6B01}","@{MicrosoftWindows.LKG.RulesEngine_1000.22621.5331.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.RulesEngine/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public"
"{45F84D70-713C-4B90-A6E5-36E2267ADD44}","@{MicrosoftWindows.LKG.TwinSxS_1000.22621.5331.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.TwinSxS/Resources/ProductPkgDisplayName}","True","Outbound","Allow","Domain, Private, Public"
"{1AE7B5DE-B547-4846-8F69-97577E2CFFD1}","Work or school account","True","Outbound","Allow","Domain, Private, Public"
"{9184C208-8A6B-4D58-AF07-1458B1F5B648}","Work or school account","True","Inbound","Allow","Domain, Private"
"{B075A2C4-7717-494A-B93F-5CB515C7D4ED}","Microsoft To Do","True","Outbound","Allow","Domain, Private, Public"
"{936C3259-2387-4B5E-A98D-585CEEB66649}","Microsoft To Do","True","Inbound","Allow","Domain, Private"
"{AC9882CA-134A-46B6-A857-9EFB5D4EDF18}","ELDEN RING","True","Inbound","Allow","Domain, Private, Public"
"{69B70D07-D771-4C8B-A9CF-09D91C3CFCBF}","ELDEN RING","True","Inbound","Allow","Domain, Private, Public"
"{58ED5E8D-D520-45AC-A4AA-2DA117E6CE88}","Windows Security","True","Outbound","Allow","Domain, Private, Public"
"{2F9E75DD-9EF6-4B01-9B61-61D4751A3515}","Windows Security","True","Inbound","Allow","Domain, Private"
"TCP Query User{AD64AEB5-62A8-435E-A5A3-5B35D5626EB7}C:\users\wille\curseforge\minecraft\install\runtime\java-runtime-gamma\windows-x64\java-runtime-gamma\bin\javaw.exe","javaw","True","Inbound","Allow","Private"
"UDP Query User{A282E108-7991-493B-914B-2B6456F7FBE0}C:\users\wille\curseforge\minecraft\install\runtime\java-runtime-gamma\windows-x64\java-runtime-gamma\bin\javaw.exe","javaw","True","Inbound","Allow","Private"
"TCP Query User{C0DBC75C-B6A0-46CA-B98B-5A4712CD92AA}C:\users\wille\appdata\local\programs\windsurf\windsurf.exe","Windsurf","True","Inbound","Allow","Private"
"UDP Query User{4056F57C-6493-40D9-9D68-6DDCDB04BAEE}C:\users\wille\appdata\local\programs\windsurf\windsurf.exe","Windsurf","True","Inbound","Allow","Private"
"{1008F211-EF6C-496C-9F21-FD6E203C1742}","NVIDIA Control Panel","True","Outbound","Allow","Domain, Private, Public"
"TCP Query User{6193DB21-90B0-4523-9510-7870C282448C}C:\users\wille\appdata\local\programs\rider\bin\rider64.exe","rider64.exe","True","Inbound","Allow","Private"
"UDP Query User{E96DC6CE-F5F4-4141-8DD6-FED20A1E0580}C:\users\wille\appdata\local\programs\rider\bin\rider64.exe","rider64.exe","True","Inbound","Allow","Private"
"{FC98E50B-5721-42DC-A398-B19A976C46A7}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{89785265-31AA-48D1-B24C-F64CB9A689A7}","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public"
"{92FBB826-9EA1-4F52-B5DC-64B0ABAF1CBF}","Windows Feature Experience Pack","True","Inbound","Allow","Domain, Private"
"{BB1786D0-F5F6-4F86-9383-59C474568FC6}","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public"
"{D559F4F9-68F6-4037-9811-C99774C6B3B9}","Windows Feature Experience Pack","True","Inbound","Allow","Domain, Private"
"{48C36094-970F-44F7-9FB7-438E44FCDEF6}","Windows Feature Experience Pack","True","Outbound","Allow","Domain, Private, Public"
"{AFB7FC71-2DE3-4C9C-941B-8B20632FB8AA}","Windows Feature Experience Pack","True","Inbound","Allow","Domain, Private, Public"
"{D23FE636-81F1-4B21-AAB3-BD3289E4DB23}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{BB80B7DE-8F65-4323-A6C7-799CF51DADC8}","Windows Default Lock Screen","True","Outbound","Allow","Domain, Private, Public"
"{43304743-09B2-4FD4-9DA3-E70F2E544745}","Mobile Plans","True","Outbound","Allow","Domain, Private, Public"
"{4B6B95BA-8CBE-4FDA-ACA4-DA9E396C26E4}","Mobile Plans","True","Inbound","Allow","Domain, Private"
"TCP Query User{BDD24DA9-9828-4AFA-9F8A-C5178C8C9895}C:\users\wille\appdata\local\programs\curseforge windows\curseforge.exe","curseforge.exe","True","Inbound","Allow","Private"
"UDP Query User{ACE0C3D9-75EB-48E9-874E-3492882387A8}C:\users\wille\appdata\local\programs\curseforge windows\curseforge.exe","curseforge.exe","True","Inbound","Allow","Private"
"{4EB19535-64B4-4551-9FF5-C355603A793B}","Microsoft Journal","True","Outbound","Allow","Domain, Private, Public"
"{0D3B745F-D3C0-49AF-A540-CF2F15CFD1D0}","Microsoft Journal","True","Inbound","Allow","Domain, Private"
"{AC694C46-BDBE-494B-85C7-739DA2EC24A2}","Adobe Native Client","True","Outbound","Allow","Domain, Private, Public"
"{8FC8C314-10E7-4D86-85EA-F322ED299DE6}","Adobe Native Client","True","Inbound","Allow","Domain, Private, Public"
"{A843A622-F26A-417E-B6F5-ED0110A9A1FB}","Windows Camera","True","Outbound","Allow","Domain, Private, Public"
"{7A843BF0-FCE9-4AA6-A5F4-73DCB65D4BB7}","Windows Camera","True","Inbound","Allow","Domain, Private"
"TCP Query User{6F16078E-ACBE-4580-96E3-B1382A3D100C}C:\program files\jetbrains\rider\r2r\2025.1.3r\ba53a7fe6e94611d31f7c5d78c01c23\windows-x64\rider.backend.exe","JetBrains Rider.Backend","True","Inbound","Allow","Public"
"UDP Query User{5E0596AA-7796-4062-BA75-D3FA43EC27DE}C:\program files\jetbrains\rider\r2r\2025.1.3r\ba53a7fe6e94611d31f7c5d78c01c23\windows-x64\rider.backend.exe","JetBrains Rider.Backend","True","Inbound","Allow","Public"
"TCP Query User{D22AB658-BF1F-46CF-82C2-570E7E460218}C:\users\wille\curseforge\minecraft\install\runtime\java-runtime-gamma\windows-x64\java-runtime-gamma\bin\javaw.exe","javaw","True","Inbound","Allow","Public"
"UDP Query User{18221594-71F1-48D6-8B43-8108780AE60A}C:\users\wille\curseforge\minecraft\install\runtime\java-runtime-gamma\windows-x64\java-runtime-gamma\bin\javaw.exe","javaw","True","Inbound","Allow","Public"
"TCP Query User{2C1EDF27-87A9-4B0E-B69C-C67A428C2311}C:\users\wille\curseforge\minecraft\install\runtime\java-runtime-delta\windows-x64\java-runtime-delta\bin\javaw.exe","javaw","True","Inbound","Allow","Public"
"UDP Query User{5DED5703-54DD-4C13-888B-C1114AF898BA}C:\users\wille\curseforge\minecraft\install\runtime\java-runtime-delta\windows-x64\java-runtime-delta\bin\javaw.exe","javaw","True","Inbound","Allow","Public"
"{CBB665BE-F710-45AC-A533-09A116119AE8}","Microsoft Whiteboard","True","Outbound","Allow","Domain, Private, Public"
"{FEC9AF89-8AC8-4A54-988B-055500ED634B}","HP Smart","True","Outbound","Allow","Domain, Private, Public"
"{77849BF3-F51B-45DE-B155-08C54D456116}","HP Smart","True","Inbound","Allow","Domain, Private, Public"
"{A8B6B072-13B2-4F95-A8E0-CF29CF872FC7}","Feedback Hub","True","Outbound","Allow","Domain, Private, Public"
"{719D5D69-80A1-4AFC-B761-4A2F33BF16F6}","Feedback Hub","True","Inbound","Allow","Domain, Private"
"{01B3FB3C-91D0-46F8-9149-7DFD2F034612}","Solitaire & Casual Games","True","Outbound","Allow","Domain, Private, Public"
"{894CA984-FD18-4F0C-8F91-9D2C2ED1DD61}","Solitaire & Casual Games","True","Inbound","Allow","Domain, Private"
"{E9CCA256-8A75-4794-ACEC-35C5EB3C69BA}","Tower Wizard","True","Inbound","Allow","Domain, Private, Public"
"{70067FE0-60F1-4C8B-BD04-AEA57F7CBF19}","Tower Wizard","True","Inbound","Allow","Domain, Private, Public"
"{D75C7878-B95D-4A62-BBA7-8338A1DEA9AF}","WorldBox - God Simulator","True","Inbound","Allow","Domain, Private, Public"
"{38D70735-FCB2-4041-BCBD-BEE77F341329}","WorldBox - God Simulator","True","Inbound","Allow","Domain, Private, Public"
"{DE436D6E-969C-4F5D-823F-B1E8489FBFF7}","Microsoft Clipchamp","True","Outbound","Allow","Domain, Private, Public"
"{1DC3A8D2-EBA8-4CC8-918F-8ADC95FEAFAD}","Movies & TV","True","Outbound","Allow","Domain, Private, Public"
"{6D995471-6832-409A-9224-D0F129CCF239}","Movies & TV","True","Inbound","Allow","Domain, Private"
"{B070FCA3-A5BD-4D6C-A1AF-166FC1DC0C4F}","Game Bar","True","Outbound","Allow","Domain, Private, Public"
"{8B2FDFB6-BEEB-4E56-BA01-8D77576734A2}","Game Bar","True","Inbound","Allow","Domain, Private, Public"
"{D4E9F86C-91C4-451E-A40C-42CE4B5F1064}","App Installer","True","Outbound","Allow","Domain, Private, Public"
"{154E9ED3-68F5-4B57-A1D5-4C869688A58C}","App Installer","True","Inbound","Allow","Domain, Private"
"{01048227-E519-4844-86FA-15A3ABB057C3}","Unity 6000.1.14f1 Editor","True","Inbound","Allow","Domain"
"{E48E74C9-EEBA-4F74-8F6E-ED3940BDB0F4}","Unity 6000.1.14f1 Editor","True","Inbound","Block","Public"
